unit_name,asa,background,eyes,pose,skin,hair,shirt,jacket,single outfit,necklace,mask,foam finger,hat,glasses,rarity_score,rank,name
Tour3354,741784195,blood orange,none,wave,yellow metallic,none,none,none,flower hawaiian,none,none,blue at,none,green gold cyclops,849.0694093983187,177,Alien Tourism3354
Tour866,741304989,blue spiral,stoned human,donut,caribbean,bob,black leather suit,camo bomber,none,at medallion chain,none,none,none,none,847.8424615747417,178,Alien Tourism866
Tour2577,741656322,orange,pink,donut,blue base,fuzz,gold shirt,yellow,none,none,none,none,none,none,846.8863222459203,179,Alien Tourism2577
Tour3325,741780046,charcoal,silver spiral,wave,orange gloss,none,none,lightning,none,at snake chain,none,none,acid back hat,none,846.7587752684453,180,Alien Tourism3325
Tour3859,741851510,seagreen,orange,wave,orange gloss,none,gold shirt,gold zip puffer,none,none,none,none,red camo back hat,none,846.1873235199749,181,Alien Tourism3859
Tour183,741166857,coconut,orange spiral,wave,heat map,none,red polo,none,none,none,none,none,camo at,none,845.4300987965618,182,Alien Tourism183
Tour970,741322468,galaxy,orange,ice cream,green base,dreadlock biebs,backdraft shirt,none,none,none,none,none,none,orange monocle,845.4175592903158,183,Alien Tourism970
Tour1573,741447697,emerald,blue human,wave,green aqueous,none,none,none,blue snow,none,none,purple probe,desert at hat,green monocle,842.3508427337528,184,Alien Tourism1573
Tour1498,741439248,purple spiral,none,stun gun,camo,pullback,none,none,yellow jogger,none,none,none,none,pink lens sunglasses,840.3679355892757,185,Alien Tourism1498
Tour769,741288685,dark gray,none,wave,green aqueous,none,none,none,red jogger,algo snake chain,none,turquoise tourist,desert at hat,blue visor,840.3021793156277,186,Alien Tourism769
Tour1415,741430876,celestial,green,wave,wigwag,none,none,none,gold hoodie,large gold chain,none,none,none,none,840.1863025882412,187,Alien Tourism1415
Tour3258,741771661,charcoal,green glow,wave,green gloss,none,blue sleeved halftop,blue bomber,none,none,none,none,gold sun hat,none,839.938974944169,188,Alien Tourism3258
Tour1839,741476207,black hole,black,wave,psychedelic,none,pink longsleeve top,none,none,none,none,none,green beanie,none,839.8055805792554,189,Alien Tourism1839
Tour2442,741638451,royal blue,none,donut,rainbow blue base,none,none,orange safety vest,none,none,none,none,none,red black cyclops,839.2238681046408,190,Alien Tourism2442
Tour1293,741420331,royal blue,orange spiral,wave,rainbow yellow,none,none,none,pink hoodie,none,none,none,none,none,836.5916601986721,191,Alien Tourism1293
Tour3700,741831700,purple spiral,pink,wave,seafoam,twists,none,none,pearlescent hoodie,none,none,none,none,none,836.5680615894312,192,Alien Tourism3700
Tour1516,741441155,aqua nebulae,blue cat,wave,painters palette,none,candy corn,yellow,none,none,none,none,camo bandana,none,836.4302962893013,193,Alien Tourism1516
Tour3738,741835740,pink blend,lime spiral,donut,rainbow blue base,none,camo shirt,none,none,none,none,none,gold tando,none,833.6539900337244,194,Alien Tourism3738
Tour493,741231446,acid blur,red glow,wave,orange gloss,none,none,none,pink hoodie,large gold chain,none,none,none,none,832.7437447657845,195,Alien Tourism493
Tour1677,741457913,emerald,green iris,wave,seafoam,twists,orange polo,none,none,none,none,none,none,none,832.3446762363542,196,Alien Tourism1677
Tour772,741289292,green,none,wave,yellow metallic,none,none,camo,none,at snake chain,none,red 1,none,red gold cyclops,829.9292574168962,197,Alien Tourism772
Tour3852,741850482,green,none,wave,coral snake,mullet,red sleeved halftop,none,none,none,none,turquoise tourist,none,pink sunglasses,829.8444185251358,198,Alien Tourism3852
Tour3328,741780420,pink blend,green cat,wave,onyx,none,pink longsleeve top,red pearl puffer,none,none,none,none,red beanie,none,828.9877844294754,199,Alien Tourism3328
Tour3416,741793073,lollipop,blue glow,wave,purple gloss,none,none,purple  bomber,none,none,none,none,imperial crown,none,828.2530137825644,200,Alien Tourism3416
Tour658,741268565,celestial,purple iris,camera,poisonous toad,none,coral snake shirt,camo zip puffer,none,none,none,none,aqua bandana,none,826.841696346564,201,Alien Tourism658
Tour1670,741457333,alaskan aurora,gold spiral,wave,rainbow yellow,none,gold pattern shirt,purple  bomber,none,none,none,none,none,none,826.494882479522,202,Alien Tourism1670
Tour2394,741630662,red,fuschia spiral,wave,blue aqueous,none,purple camo strapless,none,none,none,none,none,imperial crown,none,825.490909273794,203,Alien Tourism2394
Tour2273,741611128,green,white,wave,blue green pearl,none,carolina blue polo,red,none,none,none,none,gold horns,none,823.6041757724498,204,Alien Tourism2273
Tour3144,741752039,blood orange,orange iris,wave,green base,none,blue sleeved halftop,pink zip puffer,none,none,none,none,none,none,822.8070342920838,205,Alien Tourism3144
Tour3579,741812237,charcoal,red,wave,orange glow,none,camo blue high top,miami vice,none,none,none,none,red pearl tando,none,822.0510541820652,206,Alien Tourism3579
Tour339,741202956,purple,orange glow,wave,purple galaxy,none,coral snake shirt,red puffer vest,none,none,none,none,gold horns,none,820.9303370729862,207,Alien Tourism339
Tour3169,741756805,royal blue,none,wave,orange gloss,none,camo shirt,purple  bomber,none,none,none,red at,none,yellow black cyclops,820.7145137752614,208,Alien Tourism3169
Tour2763,741692742,red spiral,green cat,wave,seafoam,twists,none,graffiti,none,none,none,none,none,none,820.3564892964974,209,Alien Tourism2763
Tour2418,741635501,acid blur,none,ice cream,blue aqueous,pigtail,none,none,teal soccer,none,none,none,none,red black cyclops,820.1107561695346,210,Alien Tourism2418
Tour2750,741690449,aqua nebulae,none,rock on,quicksilver,pullback,none,none,red jogger,large gold chain,green bandana,none,none,orange lens sunglasses,819.3644697028299,211,Alien Tourism2750
Tour53,741089620,candy red,red silver spiral,coffee,lava,none,none,none,french maid,none,none,none,none,none,815.6964689013454,212,Alien Tourism53
Tour1543,741444464,lavendar,none,wave,seafoam,twists,orange polo,red zip puffer,none,none,none,none,none,orange lens sunglasses,815.2818192285323,213,Alien Tourism1543
Tour1257,741416073,yellow,none,wave,blue purple pearlescent,bob,blue polo,camo zip puffer,none,none,none,none,none,blue red pit glasses,815.0795175312142,214,Alien Tourism1257
Tour1040,741336836,candy red,none,wave,blue raspberry,afro,none,none,blue hawaiian,none,none,none,none,purple cyclopsoo,813.7426870035454,215,Alien Tourism1040
Tour3832,741847475,green spiral,gold brick spiral,wave,blue raspberry,afro,carolina blue polo,red,none,none,none,none,none,none,813.411945667891,216,Alien Tourism3832
Tour3167,741756422,green,none,wave,green aqueous,none,none,none,white robe,none,none,none,none,white sunglasses,812.4570856115145,217,Alien Tourism3167
Tour1369,741427191,blue blend,white,wave,blue green pearl,none,none,none,gold hoodie,none,none,none,red camo back hat,none,811.5953739443898,218,Alien Tourism1369
Tour3466,741798521,pink aurora,white,wave,red yellow pearl,none,none,fire bomber,none,at snake chain,none,none,yellow bandana,none,811.0307388097177,219,Alien Tourism3466
Tour1846,741477002,lime,black,wave,green base,none,black leather suit,red pearl,none,none,none,red at,black horns,blue monocle,809.530177453017,220,Alien Tourism1846
Tour2895,741713445,emerald,silver green spiral,wave,red metallic,none,metallic leather,none,none,none,none,none,red check band,none,809.4466832811432,221,Alien Tourism2895
Tour1014,741331998,emerald,none,rock on,quicksilver,pullback,none,none,black jogger,algo medallion chain,purple bandana,none,none,orange lens sunglasses,808.416534851659,222,Alien Tourism1014
Tour3098,741741298,turquoise,silver green spiral,wave,rainbow purple,none,none,none,camo snow,none,none,red 1,blue camo band,pink monocle,807.3255330704827,223,Alien Tourism3098
Tour2573,741655787,orange,green,wave,cow,none,none,none,yellow snow,none,none,red tourist,purple horns,blue monocle,807.2496788427619,224,Alien Tourism2573
Tour1094,741346744,candy red,gold,camera,poisonous toad,none,purple camo strapless,none,none,none,none,none,gold sun hat,none,806.6540697267566,225,Alien Tourism1094
Tour2697,741683116,seagreen,white,wave,seafoam,twists,none,none,pearlescent hoodie,none,none,none,none,none,805.5882916392208,226,Alien Tourism2697
Tour1850,741477414,green,blue spiral,wave,red aqueous,none,red sleeved halftop,camo zip puffer,none,none,green bandana,blue at,none,none,801.9229235187277,227,Alien Tourism1850
Tour455,741224483,seagreen,blue cat,wave,quiksilver,none,metallic strapless,none,none,none,none,none,purple camo band,none,801.2925234855732,228,Alien Tourism455
Tour389,741212017,peppermint,purple iris,wave,black blue pearlescent,space bun,coral snake shirt,none,none,none,surgical mask,none,none,none,801.120607784891,229,Alien Tourism389
Tour3788,741841180,royal blue,yellow,wave,lava,none,none,none,politician suit,none,none,purple 1,red pearl tando,orange monocle,800.9680609945574,230,Alien Tourism3788
Tour1830,741475207,blue spiral,blue cat,wave,rainbow blue,none,none,blue leather,none,none,none,none,gold tando,none,798.4340052767399,231,Alien Tourism1830
Tour414,741216515,purple spiral,none,wave,green base,none,none,none,red pearl hoodie,none,none,none,none,blue visor,797.9905332837677,232,Alien Tourism414
Tour124,741106359,purple,none,wave,heat map,none,none,none,red soccer,none,none,green tourist,none,gold visor,796.4069065858457,233,Alien Tourism124
Tour207,741173148,acid blur,purple silver spiral,ice cream,confetti skin,none,fuschia longsleeve top,gold zip puffer,none,none,none,none,none,none,793.2404511719077,234,Alien Tourism207
Tour2066,741581522,green spiral,green iris,stun gun,camo,pullback,red strapless,red zip puffer,none,none,none,none,none,none,793.0865552994785,235,Alien Tourism2066
Tour831,741299105,purple spiral,none,wave,purple base,none,metallic leather,purple  bomber,none,none,none,none,none,pink sunglasses,792.3522771343355,236,Alien Tourism831
Tour3440,741795870,lime,pink,wave,rainbow green,none,none,none,french maid,none,none,none,black at hat,none,791.3112031933522,237,Alien Tourism3440
Tour2481,741643707,lime,lime spiral,wave,green metallic,none,blue metallic shirt,none,none,none,none,none,none,none,791.0403935354057,238,Alien Tourism2481
Tour872,741305894,orange spiral,orange spiral,wave,rainbow purple,none,none,none,lime robe,none,none,red probe,swirl back hat,orange monocle,791.0093369124045,239,Alien Tourism872
Tour835,741299858,seagreen,purple cat,wave,rainbow yellow,none,chainmail shirt,red puffer vest,none,at snake chain,none,none,camo tando,none,788.565613538524,240,Alien Tourism835
Tour2652,741676957,orange,silver green spiral,wave,psychedelic,none,camo shirt,orange life vest,none,none,none,none,black horns,none,787.105551394987,241,Alien Tourism2652
Tour2425,741636446,orange spiral,orange,coffee,lava,none,sunrise shirt,nebula,none,none,none,none,gold sun hat,none,781.6564199398821,242,Alien Tourism2425
Tour2833,741702810,purple,none,wave,green aqueous,none,none,red,none,large gold chain,none,green tourist,yellow hard hat,red black cyclops,781.4327298987566,243,Alien Tourism2833
Tour3276,741773942,blue spiral,pink,wave,purple gloss,none,black longsleeve top,fire bomber,none,none,none,none,camo tando,none,779.4447058731134,244,Alien Tourism3276
Tour3598,741815852,lime,none,wave,black blue pearlescent,space bun,none,midnight blue,none,none,none,none,none,pink lens sunglasses,778.5673762145902,245,Alien Tourism3598
Tour3575,741811130,dark gray,yellow iris,burger,confetti,none,backdraft shirt,purple  bomber,none,none,none,none,none,green monocle,777.6463951308241,246,Alien Tourism3575
Tour1251,741415401,coconut,silver green spiral,wave,black blue pearlescent,space bun,purple gloss shirt,none,none,none,none,purple 1,none,none,776.9387359706922,247,Alien Tourism1251
Tour186,741167692,seagreen,purple silver spiral,wave,orange glow,none,none,none,camo hoodie,none,none,none,camo at,none,776.508617876107,248,Alien Tourism186
Tour484,741229844,peppermint,pink,wave,black galaxy,einstein,none,black puffer vest,none,none,none,purple at,none,none,775.8723595700818,249,Alien Tourism484
Tour850,741302404,acid blur,gold cat,coffee,tree frog,none,none,none,pink snow,none,none,none,yellow bandana,none,775.7961758204422,250,Alien Tourism850
Tour2187,741599890,blue blend,black,ice cream,confetti skin,none,none,red bomber,none,none,none,none,camo bandana,none,773.8321441098179,251,Alien Tourism2187
Tour1067,741342182,red spiral,purple silver spiral,cash money,purple blue gloss,pigtail,purple strapless,black bomber,none,none,none,none,none,none,773.2899281557288,252,Alien Tourism1067
Tour999,741328879,pink blend,purple iris,wave,blue glow,shaggy,blue hex high top,none,none,none,none,purple probe,none,none,772.5198697192029,253,Alien Tourism999
Tour1698,741459947,yellow,none,wave,blue glow,shaggy,none,red,none,none,none,none,none,blue pit glasses,771.326495030047,254,Alien Tourism1698
Tour2605,741670320,galaxy,none,cash money,blue green gloss,mop,red polo,pink safety vest,none,none,none,none,none,pink sunglasses,768.9520535884926,255,Alien Tourism2605
Tour2330,741619577,red spiral,green spiral,wave,blue aqueous,none,medieval shirt,rainbow zip puffer,none,none,none,none,none,none,768.7529479178786,256,Alien Tourism2330
Tour1614,741451814,blood orange,silver blue spiral,wave,berries and cream,bob,none,none,teal soccer,none,none,blue probe,none,none,767.9265764074229,257,Alien Tourism1614
Tour534,741239362,red spiral,none,cash money,purple blue gloss,pigtail,none,none,yellow jogger,algo snake chain,none,none,none,pink sunglasses,767.0305838542159,258,Alien Tourism534
Tour1790,741469042,candy red,none,burger,orange gloss,none,black neon singlet,none,none,none,none,none,camo at,black sunglasses,766.5773066953346,259,Alien Tourism1790
Tour751,741285633,pink blend,purple glow,wave,blue aqueous,none,orange metallic shirt,red pearl puffer,none,none,none,none,liquid mint sun hat,none,766.1268089269903,260,Alien Tourism751
Tour127,741106868,orange spiral,none,wave,wigwag,none,purple strapless,none,none,none,none,none,none,yellow black cyclops,765.0340739383108,261,Alien Tourism127
Tour3856,741850992,black hole,blue cat,wave,blue aqueous,none,none,lightning,none,none,none,none,none,none,764.9677571226094,262,Alien Tourism3856
Tour165,741162127,celestial,red glow,wave,green gloss,none,none,none,blue bball jersey,at medallion chain,none,none,liquid mint sun hat,none,764.6037125958136,263,Alien Tourism165
Tour2456,741640541,emerald,light blue,coffee,coral snake,none,metallic strapless,nebula,none,none,none,none,none,none,763.2958668770408,264,Alien Tourism2456
Tour1999,741556358,pink blend,gold brick spiral,wave,purple metallic,none,none,fire bomber,none,none,none,none,acid back hat,none,761.3600987910689,265,Alien Tourism1999
Tour2112,741588739,blood orange,orange,wave,pink aqueous,mohawk,red strapless,blue bomber,none,none,none,red probe,none,none,760.997943158893,266,Alien Tourism2112
Tour8,741079853,blue blend,blue spiral,coffee,coral snake,none,none,none,aqua robe,none,none,none,gold horns,none,760.8123427737922,267,Alien Tourism8
